A,B,f,ANAME,ANFOL,AFNAME,ADESCRIPTION,BNAME,BNFOL,BFNAME,BDESCRIPTION
708382559403712514,4856272035,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,Themba_flm,667,,"🇬🇵🇿🇦🇳🇱🖕🏽♋
 Music Academy's child 🎹🎼 and I spy with my third eye  🧘🏾‍♂️👁️ Partition 6Inch and Rocket Stan acc"
708382559403712514,723239804712964096,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,NesteaFreshTea,4324,🌸Naïsha Hatake🌸,🇬🇳    https://www.instagram.com/naisha_cmr/
708382559403712514,940321164517429248,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,Wyatmagazine,252,Wyat Magazine,Young. Black. Connected
727425382169849856,112153936,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️
727425382169849856,1125030156828053504,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,francaislaic,145,philippe,🇫🇷🌈
727425382169849856,1173588610047717376,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,JeanneMolene,134,,"Antarctician cold , very cold."
727425382169849856,773877078752104453,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,Thompson_2017,2244,🎣bThompson #fxBellamy #MerciFF Matric.2342 🇫🇷,Le Trocadéro - le 5 mars 2017 #PrésidentielleTruquée - rdv manqué avec l'histoire pour la FR. Droite Trocadéro 🇫🇷 #fxBellamy #AvecAubert #ObjectifFrance #FR
727425382169849856,818940657523916804,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,sylviane_lopez,2895,sylviane lopez,"Plus que jamais défendre la France
RASSEMBLEMENT NATIONAL"
727425382169849856,832272924727975937,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,MoniquePlaza3,3966,Monique Plaza,"féministe universaliste, laïque, républicaine, opposée à l’hyperlibéralisme prédateur et liberticide. Je bloque immédiatement les abonnés qui insultent."
727425382169849856,922110436950118400,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,001_bis,1947,,"Anti-islam car l’islam est incompatible avec la nature humaine.

⛔ Pas de MP ⛔."
727425382169849856,927189514459795456,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,GerardBahia,32,Gerard Bahia,Politique Politique américaine Relations internationales Défense & sécurité🇺🇸🇮🇹🇫🇷🇭🇺🇧🇷🇦🇹
727425382169849856,92849144,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,F_Desouche,58470,Fdesouche.com est une revue de presse,La revue de presse de http://Fdesouche.com.   Compte officiel.
727425382169849856,949206005400948736,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,souveni94802292,45,souvenirs,None
727425382169849856,956857186382204929,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,GabriLouisc,129,,"A la fin il ne restera que l'Enfer et le Paradis. Mais c'est sur Terre que notre destination finale se décide. 
Quis ut Deus ? Quis ut Maria Virgine ?"
727425382169849856,960470750334513152,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,Apikorsim,1158,Élie 🕎,Je pratique le Chabat avec Alain
727542025336311809,1025911791061278721,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",_barbiana___,8814,molière,16. @stormzy
727542025336311809,1088857019166150656,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",KitzWengen,661,Kitz Wengen,J'attaque en permanence. Je dégaine. Certains s'en souviennent.
727542025336311809,1125030156828053504,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",francaislaic,145,philippe,🇫🇷🌈
727542025336311809,1181522572090990592,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",PierreDupless20,38,Reconquête 2020 🇫🇷 🇮🇱 🇮🇳 🇨🇳 🇬🇧,"J'invite les musulmans à gérer eux-même leurs intégristes rapidement avant que les non musulmans s'en occupent.
Il est minuit moins une, et la haine monte."
727542025336311809,214397576,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",JackKarou,78,Jacques KAROU,"Je m’intéresse ,à la politique, l'histoire et à l'art. Je déteste le parti-pris , l'hypocrisie,la désinformation.🇫🇷"
727542025336311809,2291358116,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",Henda_Ayari,28387,Henda Ayari,"Écrivain,conférencière,présidente de l'association Libératrices pr la défense des droits des femmes,lutte contre l'islamisme et les discriminations.
J❤la 🇫🇷"
727542025336311809,2953506202,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",cajounice,5868,CajouDesCollines ♦️🎗,POUR QUE LA FRANCE RESTE LA FRANCE 🇫🇷 NE PAS SUBIR !!!! NS LW JA combien de déceptions ....Je bloque les dragueurs ...
727542025336311809,450528678,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",PatrisdeParmain,1158,,"Souverainiste voyageur #NoMacron #malthusien #Déiste #ThéorieDeLHiverFroid. Je followback si je sais qui vous êtes.
Aborigène de France
Hommage à MandawuyYunupi"
727542025336311809,456777022,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
727542025336311809,528890147,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi
727542025336311809,572122341,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
727542025336311809,727425382169849856,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr
727542025336311809,827151086733635584,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
727542025336311809,840670437050875904,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",BBR4369,7647,BBR#JaimeMaFrance ✊🇫🇷❤️,"A Tous Mes Ennemis, ne me Jugez pas.
Que feriez-vous à ma Place?#JaimeMaFrance #LesRiensDeFrance #CouleursPatriotes #JaimeMonPatrimoineDeFrance"
727542025336311809,906147845262241792,1,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)",lafranceisback,2796,,Être dans le vent : une ambition de feuille morte.
727425382169849856,788768207633080320,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,Boss_Hogue,2027,Marc Hogue,"Francais / English  :  Photos & Vidéos.  Actualités / News. 
 Patriote, Pro-Trump, Anti-Libéral.  Pas toujours PC / Not always PC.  Humour NOIR / DARK Humor  📢"
727425382169849856,727542025336311809,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)"
727425382169849856,1181522572090990592,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,PierreDupless20,38,Reconquête 2020 🇫🇷 🇮🇱 🇮🇳 🇨🇳 🇬🇧,"J'invite les musulmans à gérer eux-même leurs intégristes rapidement avant que les non musulmans s'en occupent.
Il est minuit moins une, et la haine monte."
727425382169849856,1195565464824557568,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,EtGaulliste,725,Peuple de France réveille toi...... page Facebook,"passionné d Histoire surtout celle de la France ,fière qu un Grand Président  m a contactée et remercié , pour mon travail de soutien"
727425382169849856,1209076624777523201,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,VivienG2610,35,,"▪ Gaulliste ☨ | Chrétien ✝️ 
▪ Conseiller Inter-Quartiers de Caen 👨‍💼
▪ Engagé en politique pour la France  🇫🇷 #LR | #AvecAubert | #AuNomdelaFrance"
727425382169849856,1394491848,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,IsabelleSurply,7754,Isabelle SURPLY,"Conseillère régionale RN | 🇫🇷 | Chargée de com' | Resp. 3eme Circo Loire | Candidate à la Mairie de Saint-Chamond (42)| graphiste, musicienne et maman de 4 !"
727425382169849856,1647031086,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,Leboulonnais1,2441,,"Malheur à toi, pays dont le roi n'est qu'un enfant et dont les princes festoient dès l'aurore. 
L'Ecclésiaste 10 - 16"
727425382169849856,1724436392,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,PATRIOTEDLR22,4726,MICHEL.Y,"MA SEULE DEVISE:
NE PAS FAIRE AUX AUTRES CE QUE JE NE VOUDRAI PAS QU'ON ME FASSE A MOI ET A MES PROCHES"
727425382169849856,2169045670,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,gwendoSta,16824,,"Il paraît que quand c'est de l'humour, on peut tout dire. 😁

No violence - No menace. 
L'esprit libre comme l'air. Athée.

Soutien @objectifFrance. 😉"
727425382169849856,2218023326,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,AA_Avocats,10449,Arié Alimi Avocats,AAA est un cabinet d'avocats fondé en 2002 spécialisé en                              #DroitImmobilier #DroitPénal #DroitSocial #DroitDesSociétés #BNdelaLDH
727425382169849856,252374864,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,Reinette47,1730,Reinette 47,None
727425382169849856,2752784274,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,MrSmaaashy420,6003,,"Actualités, humour, jolies photos! / News, funny stuff, nice pictures! / 
#cannabis 👍🏻 / NO #FakeNews 🚫 / #MAGA"
727425382169849856,2766104690,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,ObservateursCH,5560,Les Observateurs,Une vision de l'actualité libérée de la pensée unique. #Réinformation https://www.facebook.com/LesObservateurs.ch?fref=ts
727425382169849856,299956751,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,J_Silleres,3647,Joris 🇫🇷🇨🇲🇮🇹🌍,"Enfant je désirais devenir Président, aujourd’hui je suis routier. J’ai forcément foiré un truc quelque part 😊 #FautRigoler #GiletsJaunes #Ric #Frexit #UPR"
727425382169849856,3244657456,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,ikhthus_,1581,ikhthús,"Nous vénérons le Christ parce qu’il est le Fils de Dieu, et nous aimons les martyrs parce qu’ils sont les disciples et les imitateurs du Seigneur."
727425382169849856,387703357,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,MAHIEUCATHERINE,1702,GauloiseRéfractaire🎅,☃️ #JeSoutiensZemmour
727425382169849856,396790309,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,GuillaumeDeKas,3340,Guillaume Fiché 5837 ♦️,"«L’Etat, c’est le + froid de tous les monstres froids: il ment froidement et voici le mensonge qui rampe de sa bouche: Moi l’État, je suis le peuple». Nietzsche"
